project,model,seed,fold,control_task,metric,value,no_context
probe_5_no_context,facebook/bart-base,1,3,NONE,full test acc,0.412200003862381,True
probe_5_no_context,facebook/bart-base,0,2,NONE,full test f1,0.3875997066497803,True
probe_5_no_context,facebook/bart-base,0,2,NONE,full test acc,0.4111199975013733,True
probe_5_no_context,facebook/bart-base,2,3,NONE,full test f1,0.3902137279510498,True
probe_5_no_context,facebook/bart-base,2,3,NONE,full test acc,0.4127199947834015,True
probe_5_no_context,facebook/bart-base,4,3,NONE,full test f1,0.3913978040218353,True
probe_5_no_context,facebook/bart-base,4,3,NONE,full test acc,0.4095599949359894,True
probe_5_no_context,facebook/bart-base,0,3,NONE,full test f1,0.3913828134536743,True
probe_5_no_context,facebook/bart-base,0,3,NONE,full test acc,0.4120000004768371,True
probe_5_no_context,facebook/bart-base,1,2,NONE,full test f1,0.3884676694869995,True
probe_5_no_context,facebook/bart-base,1,2,NONE,full test acc,0.4061599969863891,True
probe_5_no_context,facebook/bart-base,1,1,NONE,full test f1,0.3881405591964721,True
probe_5_no_context,facebook/bart-base,1,1,NONE,full test acc,0.4089199900627136,True
probe_5_no_context,facebook/bart-base,3,1,NONE,full test f1,0.386202335357666,True
probe_5_no_context,facebook/bart-base,3,1,NONE,full test acc,0.4073199927806854,True
probe_5_no_context,facebook/bart-base,4,1,NONE,full test f1,0.3897957801818847,True
probe_5_no_context,facebook/bart-base,4,1,NONE,full test acc,0.4080800116062164,True
probe_5_no_context,facebook/bart-base,0,1,NONE,full test f1,0.38890141248703,True
probe_5_no_context,facebook/bart-base,0,1,NONE,full test acc,0.4096400141716003,True
probe_5_no_context,gpt2,2,1,NONE,full test f1,0.3839424252510071,True
probe_5_no_context,gpt2,2,1,NONE,full test acc,0.4129999876022339,True
probe_5_no_context,gpt2,3,2,NONE,full test f1,0.3569250106811523,True
probe_5_no_context,gpt2,3,2,NONE,full test acc,0.4104799926280975,True
probe_5_no_context,gpt2,4,3,NONE,full test f1,0.3880954682826996,True
probe_5_no_context,gpt2,4,3,NONE,full test acc,0.4115999937057495,True
probe_5_no_context,gpt2,2,3,NONE,full test f1,0.3890596926212311,True
probe_5_no_context,gpt2,2,3,NONE,full test acc,0.4134800136089325,True
probe_5_no_context,gpt2,3,0,NONE,full test f1,0.3435977101325989,True
probe_5_no_context,gpt2,3,0,NONE,full test acc,0.4090000092983246,True
probe_5_no_context,gpt2,4,0,NONE,full test f1,0.3840262293815613,True
probe_5_no_context,gpt2,4,0,NONE,full test acc,0.4086000025272369,True
probe_5_no_context,gpt2,1,0,NONE,full test f1,0.3855915665626526,True
probe_5_no_context,gpt2,1,0,NONE,full test acc,0.4108799993991852,True
probe_5_no_context,gpt2,2,2,NONE,full test f1,0.3890206813812256,True
probe_5_no_context,gpt2,2,2,NONE,full test acc,0.4134399890899658,True
probe_5_no_context,gpt2,0,3,NONE,full test f1,0.3861581087112427,True
probe_5_no_context,gpt2,0,3,NONE,full test acc,0.4122799932956695,True
probe_5_no_context,gpt2,4,2,NONE,full test f1,0.3754419088363647,True
probe_5_no_context,gpt2,4,2,NONE,full test acc,0.4111199975013733,True
probe_5_no_context,gpt2,1,3,NONE,full test f1,0.3707976639270782,True
probe_5_no_context,gpt2,1,3,NONE,full test acc,0.4112800061702728,True
probe_5_no_context,gpt2,0,1,NONE,full test f1,0.3818017840385437,True
probe_5_no_context,gpt2,0,1,NONE,full test acc,0.4121200144290924,True
probe_5_no_context,gpt2,0,0,NONE,full test f1,0.3860428631305694,True
probe_5_no_context,gpt2,0,0,NONE,full test acc,0.4083999991416931,True
probe_5_no_context,gpt2,4,1,NONE,full test f1,0.3876456618309021,True
probe_5_no_context,gpt2,4,1,NONE,full test acc,0.4109199941158294,True
probe_5_no_context,gpt2,1,1,NONE,full test f1,0.3900867700576782,True
probe_5_no_context,gpt2,1,1,NONE,full test acc,0.4126000106334686,True
probe_5_no_context,gpt2,3,3,NONE,full test f1,0.367561399936676,True
probe_5_no_context,gpt2,3,3,NONE,full test acc,0.4107199907302856,True
probe_5_no_context,gpt2,0,2,NONE,full test f1,0.3865405917167663,True
probe_5_no_context,gpt2,0,2,NONE,full test acc,0.4125599861145019,True
probe_5_no_context,gpt2,1,2,NONE,full test f1,0.3451347947120666,True
probe_5_no_context,gpt2,1,2,NONE,full test acc,0.4109599888324737,True
probe_5_no_context,gpt2,2,0,NONE,full test f1,0.384988009929657,True
probe_5_no_context,gpt2,2,0,NONE,full test acc,0.4084399938583374,True
probe_5_no_context,gpt2,3,1,NONE,full test f1,0.3672089278697967,True
probe_5_no_context,gpt2,3,1,NONE,full test acc,0.4108000099658966,True
probe_5_no_context,albert-base-v2,2,1,NONE,full test f1,0.3730089068412781,True
probe_5_no_context,albert-base-v2,2,1,NONE,full test acc,0.3999600112438202,True
probe_5_no_context,albert-base-v2,0,3,NONE,full test f1,0.3700238764286041,True
probe_5_no_context,albert-base-v2,0,3,NONE,full test acc,0.3941999971866607,True
probe_5_no_context,albert-base-v2,0,0,NONE,full test f1,0.3718737959861755,True
probe_5_no_context,albert-base-v2,0,0,NONE,full test acc,0.3973999917507171,True
probe_5_no_context,albert-base-v2,0,1,NONE,full test f1,0.3730509877204895,True
probe_5_no_context,albert-base-v2,0,1,NONE,full test acc,0.3982400000095367,True
probe_5_no_context,albert-base-v2,1,0,NONE,full test f1,0.3709787726402282,True
probe_5_no_context,albert-base-v2,1,0,NONE,full test acc,0.3962399959564209,True
probe_5_no_context,albert-base-v2,3,1,NONE,full test f1,0.3722259402275085,True
probe_5_no_context,albert-base-v2,3,1,NONE,full test acc,0.3980000019073486,True
probe_5_no_context,albert-base-v2,4,3,NONE,full test f1,0.3713867366313934,True
probe_5_no_context,albert-base-v2,4,3,NONE,full test acc,0.394239991903305,True
probe_5_no_context,albert-base-v2,4,1,NONE,full test f1,0.3716711103916168,True
probe_5_no_context,albert-base-v2,4,1,NONE,full test acc,0.3968400061130523,True
probe_5_no_context,albert-base-v2,3,0,NONE,full test f1,0.370612770318985,True
probe_5_no_context,albert-base-v2,3,0,NONE,full test acc,0.3970400094985962,True
probe_5_no_context,albert-base-v2,4,2,NONE,full test f1,0.3715536594390869,True
probe_5_no_context,albert-base-v2,4,2,NONE,full test acc,0.3988800048828125,True
probe_5_no_context,albert-base-v2,0,2,NONE,full test f1,0.3706943392753601,True
probe_5_no_context,albert-base-v2,0,2,NONE,full test acc,0.3981600105762481,True
probe_5_no_context,albert-base-v2,1,3,NONE,full test f1,0.3693194389343261,True
probe_5_no_context,albert-base-v2,1,3,NONE,full test acc,0.3964000046253204,True
probe_5_no_context,albert-base-v2,3,2,NONE,full test f1,0.37235027551651,True
probe_5_no_context,albert-base-v2,3,2,NONE,full test acc,0.400079995393753,True
probe_5_no_context,albert-base-v2,3,3,NONE,full test f1,0.3708325028419494,True
probe_5_no_context,albert-base-v2,3,3,NONE,full test acc,0.3956399857997894,True
probe_5_no_context,albert-base-v2,2,2,NONE,full test f1,0.374997615814209,True
probe_5_no_context,albert-base-v2,2,2,NONE,full test acc,0.3998399972915649,True
probe_5_no_context,albert-base-v2,1,2,NONE,full test f1,0.3729821443557739,True
probe_5_no_context,albert-base-v2,1,2,NONE,full test acc,0.4003199934959411,True
probe_5_no_context,albert-base-v2,2,3,NONE,full test f1,0.371761292219162,True
probe_5_no_context,albert-base-v2,2,3,NONE,full test acc,0.3967599868774414,True
probe_5_no_context,albert-base-v2,4,0,NONE,full test f1,0.3745535612106323,True
probe_5_no_context,albert-base-v2,4,0,NONE,full test acc,0.397159993648529,True
probe_5_no_context,albert-base-v2,2,0,NONE,full test f1,0.3696902096271515,True
probe_5_no_context,albert-base-v2,2,0,NONE,full test acc,0.3968000113964081,True
probe_5_no_context,albert-base-v2,1,1,NONE,full test f1,0.3717920780181885,True
probe_5_no_context,albert-base-v2,1,1,NONE,full test acc,0.3986000120639801,True
probe_5_no_context,bert-base-uncased,3,3,NONE,full test f1,0.3745595812797546,True
probe_5_no_context,bert-base-uncased,3,3,NONE,full test acc,0.4008800089359283,True
probe_5_no_context,bert-base-uncased,2,2,NONE,full test f1,0.3765955567359924,True
probe_5_no_context,bert-base-uncased,2,2,NONE,full test acc,0.4014399945735931,True
probe_5_no_context,bert-base-uncased,0,3,NONE,full test f1,0.3727810084819793,True
probe_5_no_context,bert-base-uncased,0,3,NONE,full test acc,0.3984000086784363,True
probe_5_no_context,bert-base-uncased,4,3,NONE,full test f1,0.3735699355602264,True
probe_5_no_context,bert-base-uncased,4,3,NONE,full test acc,0.3998000025749206,True
probe_5_no_context,bert-base-uncased,0,1,NONE,full test f1,0.3817891478538513,True
probe_5_no_context,bert-base-uncased,0,1,NONE,full test acc,0.4036000072956085,True
probe_5_no_context,bert-base-uncased,2,1,NONE,full test f1,0.3806755542755127,True
probe_5_no_context,bert-base-uncased,2,1,NONE,full test acc,0.4025599956512451,True
probe_5_no_context,bert-base-uncased,4,1,NONE,full test f1,0.3838203549385071,True
probe_5_no_context,bert-base-uncased,4,1,NONE,full test acc,0.4046800136566162,True
probe_5_no_context,bert-base-uncased,4,2,NONE,full test f1,0.3778314888477325,True
probe_5_no_context,bert-base-uncased,4,2,NONE,full test acc,0.4020400047302246,True
probe_5_no_context,bert-base-uncased,2,3,NONE,full test f1,0.3735697269439697,True
probe_5_no_context,bert-base-uncased,2,3,NONE,full test acc,0.4009599983692169,True
probe_5_no_context,bert-base-uncased,3,1,NONE,full test f1,0.3800101280212402,True
probe_5_no_context,bert-base-uncased,3,1,NONE,full test acc,0.4043599963188171,True
probe_5_no_context,bert-base-uncased,3,2,NONE,full test f1,0.3791782855987549,True
probe_5_no_context,bert-base-uncased,3,2,NONE,full test acc,0.4035600125789642,True
probe_5_no_context,bert-base-uncased,4,0,NONE,full test f1,0.3749431073665619,True
probe_5_no_context,bert-base-uncased,4,0,NONE,full test acc,0.399399995803833,True
probe_5_no_context,bert-base-uncased,1,3,NONE,full test f1,0.3731973767280578,True
probe_5_no_context,bert-base-uncased,1,3,NONE,full test acc,0.3988800048828125,True
probe_5_no_context,bert-base-uncased,1,0,NONE,full test f1,0.3782590627670288,True
probe_5_no_context,bert-base-uncased,1,0,NONE,full test acc,0.3995999991893768,True
probe_5_no_context,bert-base-uncased,1,2,NONE,full test f1,0.3728571832180023,True
probe_5_no_context,bert-base-uncased,1,2,NONE,full test acc,0.4000400006771087,True
probe_5_no_context,bert-base-uncased,0,2,NONE,full test f1,0.3768153786659241,True
probe_5_no_context,bert-base-uncased,0,2,NONE,full test acc,0.4014399945735931,True
probe_5_no_context,bert-base-uncased,2,0,NONE,full test f1,0.377810925245285,True
probe_5_no_context,bert-base-uncased,2,0,NONE,full test acc,0.3996399939060211,True
probe_5_no_context,bert-base-uncased,0,0,NONE,full test f1,0.3764784634113312,True
probe_5_no_context,bert-base-uncased,0,0,NONE,full test acc,0.3995999991893768,True
probe_5_no_context,bert-base-uncased,3,0,NONE,full test f1,0.3777976632118225,True
probe_5_no_context,bert-base-uncased,3,0,NONE,full test acc,0.4002400040626526,True
probe_5_no_context,microsoft/deberta-v3-base,4,1,NONE,full test f1,0.3814802765846252,True
probe_5_no_context,microsoft/deberta-v3-base,4,1,NONE,full test acc,0.4045200049877167,True
probe_5_no_context,microsoft/deberta-v3-base,3,1,NONE,full test f1,0.3783045709133148,True
probe_5_no_context,microsoft/deberta-v3-base,4,3,NONE,full test f1,0.3819209933280945,True
probe_5_no_context,microsoft/deberta-v3-base,4,3,NONE,full test acc,0.4049200117588043,True
probe_5_no_context,microsoft/deberta-v3-base,2,0,NONE,full test f1,0.3764809370040893,True
probe_5_no_context,microsoft/deberta-v3-base,2,0,NONE,full test acc,0.3991599977016449,True
probe_5_no_context,microsoft/deberta-v3-base,3,0,NONE,full test f1,0.3735327124595642,True
probe_5_no_context,microsoft/deberta-v3-base,3,0,NONE,full test acc,0.4011600017547607,True
probe_5_no_context,facebook/bart-base,3,2,NONE,full test f1,0.3879576027393341,True
probe_5_no_context,facebook/bart-base,3,2,NONE,full test acc,0.4108000099658966,True
probe_5_no_context,facebook/bart-base,4,3,NONE,full test f1,0.3914557695388794,True
probe_5_no_context,facebook/bart-base,4,3,NONE,full test acc,0.4095999896526336,True
probe_5_no_context,facebook/bart-base,3,0,NONE,full test f1,0.386806458234787,True
probe_5_no_context,facebook/bart-base,1,2,NONE,full test f1,0.3885113596916199,True
probe_5_no_context,facebook/bart-base,1,2,NONE,full test acc,0.4061999917030334,True
probe_5_no_context,facebook/bart-base,0,0,NONE,full test f1,0.3855557441711426,True
probe_5_no_context,facebook/bart-base,0,0,NONE,full test acc,0.4077999889850616,True
probe_5_no_context,gpt2,2,0,NONE,full test f1,0.3839583992958069,True
probe_5_no_context,gpt2,2,0,NONE,full test acc,0.4083999991416931,True
probe_5_no_context,gpt2,4,0,NONE,full test f1,0.3831361532211303,True
probe_5_no_context,gpt2,4,0,NONE,full test acc,0.4081999957561493,True
probe_5_no_context,gpt2,4,2,NONE,full test f1,0.3815082907676697,True
probe_5_no_context,gpt2,4,2,NONE,full test acc,0.411760002374649,True
probe_5_no_context,gpt2,3,2,NONE,full test f1,0.3578875362873077,True
probe_5_no_context,gpt2,3,2,NONE,full test acc,0.4107599854469299,True
probe_5_no_context,gpt2,3,0,NONE,full test f1,0.3436635434627533,True
probe_5_no_context,gpt2,3,0,NONE,full test acc,0.4090799987316131,True
probe_5_no_context,gpt2,1,3,NONE,full test f1,0.3675947189331054,True
probe_5_no_context,gpt2,1,3,NONE,full test acc,0.4104799926280975,True
probe_5_no_context,gpt2,0,1,NONE,full test f1,0.3782840371131897,True
probe_5_no_context,gpt2,0,1,NONE,full test acc,0.4120000004768371,True
probe_5_no_context,gpt2,2,2,NONE,full test f1,0.390060693025589,True
probe_5_no_context,gpt2,2,2,NONE,full test acc,0.413919985294342,True
probe_5_no_context,gpt2,4,1,NONE,full test f1,0.3871280550956726,True
probe_5_no_context,gpt2,4,1,NONE,full test acc,0.4129599928855896,True
probe_5_no_context,gpt2,0,3,NONE,full test f1,0.3836409449577331,True
probe_5_no_context,gpt2,3,3,NONE,full test f1,0.3441548943519592,True
probe_5_no_context,gpt2,3,3,NONE,full test acc,0.4103600084781647,True
probe_5_no_context,gpt2,1,2,NONE,full test f1,0.386047899723053,True
probe_5_no_context,gpt2,1,2,NONE,full test acc,0.4121600091457367,True
probe_5_no_context,gpt2,4,3,NONE,full test f1,0.387969970703125,True
probe_5_no_context,gpt2,4,3,NONE,full test acc,0.4111999869346618,True
probe_5_no_context,gpt2,3,1,NONE,full test f1,0.3553612530231476,True
probe_5_no_context,gpt2,3,1,NONE,full test acc,0.4097200036048889,True
probe_5_no_context,gpt2,2,1,NONE,full test f1,0.3825111389160156,True
probe_5_no_context,gpt2,2,1,NONE,full test acc,0.4107599854469299,True
probe_5_no_context,gpt2,0,0,NONE,full test f1,0.3845434784889221,True
probe_5_no_context,gpt2,0,0,NONE,full test acc,0.4074400067329407,True
probe_5_no_context,gpt2,2,3,NONE,full test f1,0.3884351551532745,True
probe_5_no_context,gpt2,2,3,NONE,full test acc,0.4129199981689453,True
probe_5_no_context,gpt2,0,2,NONE,full test f1,0.3871865570545196,True
probe_5_no_context,gpt2,0,2,NONE,full test acc,0.4127199947834015,True
probe_5_no_context,gpt2,1,1,NONE,full test f1,0.3887382447719574,True
probe_5_no_context,gpt2,1,1,NONE,full test acc,0.4120399951934814,True
probe_5_no_context,gpt2,1,0,NONE,full test f1,0.3852464854717254,True
probe_5_no_context,gpt2,1,0,NONE,full test acc,0.410640001296997,True
probe_5_no_context,albert-base-v2,0,1,NONE,full test f1,0.3730841875076294,True
probe_5_no_context,albert-base-v2,0,1,NONE,full test acc,0.398279994726181,True
probe_5_no_context,albert-base-v2,2,1,NONE,full test f1,0.3729667663574219,True
probe_5_no_context,albert-base-v2,2,1,NONE,full test acc,0.3999199867248535,True
probe_5_no_context,albert-base-v2,2,0,NONE,full test f1,0.3696930110454559,True
probe_5_no_context,albert-base-v2,0,0,NONE,full test f1,0.3719020485877991,True
probe_5_no_context,albert-base-v2,0,0,NONE,full test acc,0.3974399864673614,True
probe_5_no_context,bert-base-uncased,0,3,NONE,full test f1,0.3727814257144928,True
probe_5_no_context,bert-base-uncased,2,2,NONE,full test f1,0.3766274154186249,True
probe_5_no_context,bert-base-uncased,2,2,NONE,full test acc,0.4014799892902374,True
probe_5_no_context,bert-base-uncased,0,0,NONE,full test f1,0.3764463067054748,True
probe_5_no_context,bert-base-uncased,0,0,NONE,full test acc,0.3995600044727325,True
probe_5_no_context,bert-base-uncased,1,1,NONE,full test f1,0.3766717910766601,True
probe_5_no_context,bert-base-uncased,1,1,NONE,full test acc,0.4035199880599975,True
probe_5_no_context,microsoft/deberta-v3-base,0,1,NONE,full test f1,0.3809288740158081,True
probe_5_no_context,microsoft/deberta-v3-base,4,3,NONE,full test f1,0.3818883597850799,True
probe_5_no_context,microsoft/deberta-v3-base,4,3,NONE,full test acc,0.4048799872398376,True
probe_5_no_context,facebook/bart-base,2,2,NONE,full test f1,0.3871451914310455,True
probe_5_no_context,facebook/bart-base,3,3,NONE,full test f1,0.3906711041927337,True
probe_5_no_context,facebook/bart-base,3,3,NONE,full test acc,0.4113599956035614,True
probe_5_no_context,facebook/bart-base,0,0,NONE,full test f1,0.3855993747711181,True
probe_5_no_context,facebook/bart-base,0,0,NONE,full test acc,0.4078400135040283,True
probe_5_no_context,gpt2,2,2,NONE,full test f1,0.3895619809627533,True
probe_5_no_context,gpt2,2,2,NONE,full test acc,0.4133200049400329,True
probe_5_no_context,gpt2,4,2,NONE,full test f1,0.3790524005889892,True
probe_5_no_context,gpt2,4,2,NONE,full test acc,0.4118799865245819,True
probe_5_no_context,gpt2,0,3,NONE,full test f1,0.3836098313331604,True
probe_5_no_context,gpt2,0,3,NONE,full test acc,0.4118799865245819,True
probe_5_no_context,gpt2,3,0,NONE,full test f1,0.3436965346336365,True
probe_5_no_context,gpt2,3,0,NONE,full test acc,0.4091199934482574,True
probe_5_no_context,gpt2,2,3,NONE,full test f1,0.3877169489860534,True
probe_5_no_context,gpt2,2,3,NONE,full test acc,0.4124000072479248,True
probe_5_no_context,gpt2,1,1,NONE,full test f1,0.3904287815093994,True
probe_5_no_context,gpt2,1,1,NONE,full test acc,0.4132800102233886,True
probe_5_no_context,gpt2,0,0,NONE,full test f1,0.379212737083435,True
probe_5_no_context,gpt2,0,0,NONE,full test acc,0.4087199866771698,True
probe_5_no_context,gpt2,2,0,NONE,full test f1,0.3865821361541748,True
probe_5_no_context,gpt2,2,0,NONE,full test acc,0.4098800122737884,True
probe_5_no_context,gpt2,1,0,NONE,full test f1,0.3841759860515594,True
probe_5_no_context,gpt2,1,0,NONE,full test acc,0.4104399979114532,True
probe_5_no_context,gpt2,3,3,NONE,full test f1,0.3440462946891784,True
probe_5_no_context,gpt2,3,3,NONE,full test acc,0.4102399945259094,True
probe_5_no_context,gpt2,1,3,NONE,full test f1,0.3746390044689178,True
probe_5_no_context,gpt2,4,1,NONE,full test f1,0.3816592097282409,True
probe_5_no_context,gpt2,4,1,NONE,full test acc,0.4140399992465973,True
probe_5_no_context,gpt2,3,2,NONE,full test f1,0.3584471046924591,True
probe_5_no_context,gpt2,3,2,NONE,full test acc,0.4105600118637085,True
probe_5_no_context,gpt2,2,1,NONE,full test f1,0.3788440823554992,True
probe_5_no_context,gpt2,2,1,NONE,full test acc,0.4110400080680847,True
probe_5_no_context,gpt2,4,0,NONE,full test f1,0.3843138217926025,True
probe_5_no_context,gpt2,4,0,NONE,full test acc,0.4089199900627136,True
probe_5_no_context,gpt2,1,2,NONE,full test f1,0.3859537243843078,True
probe_5_no_context,gpt2,1,2,NONE,full test acc,0.4128000140190124,True
probe_5_no_context,gpt2,4,3,NONE,full test f1,0.3879631161689758,True
probe_5_no_context,gpt2,4,3,NONE,full test acc,0.4113999903202057,True
probe_5_no_context,gpt2,0,2,NONE,full test f1,0.3677603006362915,True
probe_5_no_context,gpt2,0,2,NONE,full test acc,0.4099999964237213,True
probe_5_no_context,gpt2,3,1,NONE,full test f1,0.3458229899406433,True
probe_5_no_context,gpt2,3,1,NONE,full test acc,0.4120000004768371,True
probe_5_no_context,gpt2,0,1,NONE,full test f1,0.3854249715805053,True
probe_5_no_context,gpt2,0,1,NONE,full test acc,0.4126400053501129,True
probe_5_no_context,albert-base-v2,0,2,NONE,full test f1,0.3707272410392761,True
probe_5_no_context,albert-base-v2,0,2,NONE,full test acc,0.3982000052928924,True
probe_5_no_context,albert-base-v2,4,3,NONE,full test f1,0.3713550865650177,True
probe_5_no_context,albert-base-v2,4,3,NONE,full test acc,0.3941999971866607,True
probe_5_no_context,albert-base-v2,4,2,NONE,full test f1,0.3715567588806152,True
probe_5_no_context,facebook/bart-base,4,0,NONE,full test f1,0.3870977461338043,True
probe_5_no_context,facebook/bart-base,1,2,NONE,full test f1,0.3884308338165283,True
probe_5_no_context,facebook/bart-base,1,2,NONE,full test acc,0.4061200022697449,True
probe_5_no_context,gpt2,3,3,NONE,full test f1,0.3691829442977905,True
probe_5_no_context,gpt2,3,3,NONE,full test acc,0.4107599854469299,True
probe_5_no_context,gpt2,0,3,NONE,full test f1,0.3792022168636322,True
probe_5_no_context,gpt2,0,3,NONE,full test acc,0.4126800000667572,True
probe_5_no_context,gpt2,2,2,NONE,full test f1,0.3888666033744812,True
probe_5_no_context,gpt2,2,2,NONE,full test acc,0.4124000072479248,True
probe_5_no_context,gpt2,4,3,NONE,full test f1,0.3884856700897217,True
probe_5_no_context,gpt2,4,3,NONE,full test acc,0.4117200076580047,True
probe_5_no_context,gpt2,4,2,NONE,full test f1,0.3462724089622497,True
probe_5_no_context,gpt2,4,2,NONE,full test acc,0.4115599989891052,True
probe_5_no_context,gpt2,3,2,NONE,full test f1,0.3579409122467041,True
probe_5_no_context,gpt2,3,2,NONE,full test acc,0.4107199907302856,True
probe_5_no_context,gpt2,2,3,NONE,full test f1,0.3887949585914612,True
probe_5_no_context,gpt2,2,3,NONE,full test acc,0.4134399890899658,True
probe_5_no_context,gpt2,1,3,NONE,full test f1,0.3759090006351471,True
probe_5_no_context,gpt2,1,3,NONE,full test acc,0.4116800129413605,True
probe_5_no_context,gpt2,0,2,NONE,full test f1,0.3849762082099914,True
probe_5_no_context,gpt2,0,2,NONE,full test acc,0.4106000065803528,True
probe_5_no_context,gpt2,4,1,NONE,full test f1,0.3884720206260681,True
probe_5_no_context,gpt2,4,1,NONE,full test acc,0.4111999869346618,True
probe_5_no_context,gpt2,4,0,NONE,full test f1,0.3830151557922363,True
probe_5_no_context,gpt2,1,0,NONE,full test f1,0.3851823508739471,True
probe_5_no_context,gpt2,1,0,NONE,full test acc,0.4109199941158294,True
probe_5_no_context,gpt2,3,1,NONE,full test f1,0.3682358860969543,True
probe_5_no_context,gpt2,3,1,NONE,full test acc,0.4096800088882446,True
probe_5_no_context,gpt2,0,1,NONE,full test f1,0.3854438662528991,True
probe_5_no_context,gpt2,0,1,NONE,full test acc,0.4120399951934814,True
probe_5_no_context,gpt2,1,1,NONE,full test f1,0.387737512588501,True
probe_5_no_context,gpt2,1,1,NONE,full test acc,0.4113599956035614,True
probe_5_no_context,gpt2,2,1,NONE,full test f1,0.384631872177124,True
probe_5_no_context,gpt2,2,1,NONE,full test acc,0.4131200015544891,True
probe_5_no_context,gpt2,1,2,NONE,full test f1,0.3873224258422851,True
probe_5_no_context,gpt2,1,2,NONE,full test acc,0.4126800000667572,True
probe_5_no_context,gpt2,2,0,NONE,full test f1,0.3842895030975342,True
probe_5_no_context,gpt2,2,0,NONE,full test acc,0.4095599949359894,True
probe_5_no_context,gpt2,3,0,NONE,full test f1,0.3507253527641296,True
probe_5_no_context,gpt2,3,0,NONE,full test acc,0.4082799851894378,True
probe_5_no_context,gpt2,0,0,NONE,full test f1,0.3858787417411804,True
probe_5_no_context,gpt2,0,0,NONE,full test acc,0.4083600044250488,True
probe_5_no_context,albert-base-v2,1,3,NONE,full test f1,0.3692914545536041,True
probe_5_no_context,albert-base-v2,1,3,NONE,full test acc,0.3963600099086761,True
probe_5_no_context,albert-base-v2,0,3,NONE,full test f1,0.3700215816497803,True
probe_5_no_context,albert-base-v2,2,0,NONE,full test f1,0.3696596622467041,True
probe_5_no_context,albert-base-v2,2,0,NONE,full test acc,0.3967599868774414,True
probe_5_no_context,bert-base-uncased,2,2,NONE,full test f1,0.3766592442989349,True
probe_5_no_context,bert-base-uncased,2,2,NONE,full test acc,0.4015200138092041,True
probe_5_no_context,bert-base-uncased,2,3,NONE,full test f1,0.3735045492649078,True
probe_5_no_context,bert-base-uncased,2,3,NONE,full test acc,0.4009200036525726,True
probe_5_no_context,gpt2,4,0,NONE,full test f1,0.3840028345584869,True
probe_5_no_context,gpt2,4,0,NONE,full test acc,0.4088000059127807,True
probe_5_no_context,gpt2,3,3,NONE,full test f1,0.3758063316345215,True
probe_5_no_context,gpt2,3,3,NONE,full test acc,0.4090400040149688,True
probe_5_no_context,gpt2,1,3,NONE,full test f1,0.3817288875579834,True
probe_5_no_context,gpt2,1,3,NONE,full test acc,0.4114800095558166,True
probe_5_no_context,gpt2,2,0,NONE,full test f1,0.3846813440322876,True
probe_5_no_context,gpt2,2,0,NONE,full test acc,0.4088000059127807,True
probe_5_no_context,gpt2,2,3,NONE,full test f1,0.3891238868236542,True
probe_5_no_context,gpt2,2,3,NONE,full test acc,0.413239985704422,True
probe_5_no_context,gpt2,3,1,NONE,full test f1,0.3460515737533569,True
probe_5_no_context,gpt2,3,1,NONE,full test acc,0.4122399985790252,True
probe_5_no_context,gpt2,2,2,NONE,full test f1,0.3890550136566162,True
probe_5_no_context,gpt2,2,2,NONE,full test acc,0.4133999943733215,True
probe_5_no_context,gpt2,3,2,NONE,full test f1,0.3577862679958343,True
probe_5_no_context,gpt2,4,2,NONE,full test f1,0.3786676228046417,True
probe_5_no_context,gpt2,4,2,NONE,full test acc,0.4123199880123138,True
probe_5_no_context,gpt2,4,1,NONE,full test f1,0.3866447806358337,True
probe_5_no_context,gpt2,4,1,NONE,full test acc,0.4130400121212005,True
probe_5_no_context,gpt2,1,0,NONE,full test f1,0.3837831020355224,True
probe_5_no_context,gpt2,1,0,NONE,full test acc,0.4095999896526336,True
probe_5_no_context,gpt2,2,1,NONE,full test f1,0.3817126750946045,True
probe_5_no_context,gpt2,2,1,NONE,full test acc,0.4113200008869171,True
probe_5_no_context,gpt2,0,2,NONE,full test f1,0.3862863183021545,True
probe_5_no_context,gpt2,0,2,NONE,full test acc,0.4121600091457367,True
probe_5_no_context,gpt2,1,2,NONE,full test f1,0.3873063921928406,True
probe_5_no_context,gpt2,1,2,NONE,full test acc,0.4129999876022339,True
probe_5_no_context,gpt2,0,3,NONE,full test f1,0.3841192722320556,True
probe_5_no_context,gpt2,0,3,NONE,full test acc,0.4126000106334686,True
probe_5_no_context,gpt2,4,3,NONE,full test f1,0.3880824446678161,True
probe_5_no_context,gpt2,4,3,NONE,full test acc,0.4122799932956695,True
probe_5_no_context,gpt2,3,0,NONE,full test f1,0.3538197875022888,True
probe_5_no_context,gpt2,3,0,NONE,full test acc,0.4070799946784973,True
probe_5_no_context,gpt2,1,1,NONE,full test f1,0.3874083161354065,True
probe_5_no_context,gpt2,1,1,NONE,full test acc,0.4122799932956695,True
probe_5_no_context,gpt2,0,1,NONE,full test f1,0.3823666274547577,True
probe_5_no_context,gpt2,0,1,NONE,full test acc,0.4127199947834015,True
probe_5_no_context,gpt2,0,0,NONE,full test f1,0.3845362663269043,True
probe_5_no_context,gpt2,0,0,NONE,full test acc,0.4080800116062164,True
probe_1_no_context,microsoft/deberta-v3-base,0,3,NONE,full test f1,0.5074262619018555,True
