project,model,seed,fold,control_task,metric,value
1_opposing_affirming_claims,gpt2,1,3,PERMUTATION,full test acc,0.522929310798645
1_opposing_affirming_claims,gpt2,2,2,PERMUTATION,full test f1,0.4564271569252014
1_opposing_affirming_claims,gpt2,2,2,PERMUTATION,full test acc,0.524752676486969
1_opposing_affirming_claims,gpt2,3,3,PERMUTATION,full test f1,0.5093830823898315
1_opposing_affirming_claims,gpt2,3,3,PERMUTATION,full test acc,0.5191457271575928
1_opposing_affirming_claims,gpt2,2,1,PERMUTATION,full test f1,0.5127767324447632
1_opposing_affirming_claims,gpt2,2,1,PERMUTATION,full test acc,0.516524612903595
1_opposing_affirming_claims,gpt2,1,0,PERMUTATION,full test f1,0.5172346234321594
1_opposing_affirming_claims,gpt2,1,0,PERMUTATION,full test acc,0.5203191041946411
1_opposing_affirming_claims,gpt2,2,3,PERMUTATION,full test f1,0.5176516771316528
1_opposing_affirming_claims,gpt2,2,3,PERMUTATION,full test acc,0.520011842250824
1_opposing_affirming_claims,gpt2,3,0,PERMUTATION,full test f1,0.519160807132721
1_opposing_affirming_claims,gpt2,3,0,PERMUTATION,full test acc,0.5210484266281128
1_opposing_affirming_claims,gpt2,2,0,PERMUTATION,full test f1,0.4971786141395569
1_opposing_affirming_claims,gpt2,2,0,PERMUTATION,full test acc,0.5179942846298218
1_opposing_affirming_claims,gpt2,0,3,PERMUTATION,full test f1,0.5074474811553955
1_opposing_affirming_claims,gpt2,0,3,PERMUTATION,full test acc,0.5164334177970886
1_opposing_affirming_claims,gpt2,3,2,PERMUTATION,full test f1,0.5152302384376526
1_opposing_affirming_claims,gpt2,3,2,PERMUTATION,full test acc,0.5169576406478882
1_opposing_affirming_claims,gpt2,3,1,PERMUTATION,full test f1,0.4252200722694397
1_opposing_affirming_claims,gpt2,3,1,PERMUTATION,full test acc,0.5201258063316345
1_opposing_affirming_claims,gpt2,1,1,PERMUTATION,full test f1,0.50577712059021
1_opposing_affirming_claims,gpt2,1,1,PERMUTATION,full test acc,0.5223366618156433
1_opposing_affirming_claims,gpt2,0,2,PERMUTATION,full test f1,0.5207836627960205
1_opposing_affirming_claims,gpt2,0,2,PERMUTATION,full test acc,0.5216073393821716
1_opposing_affirming_claims,gpt2,4,0,PERMUTATION,full test f1,0.5159710645675659
1_opposing_affirming_claims,gpt2,4,0,PERMUTATION,full test acc,0.5192478895187378
1_opposing_affirming_claims,gpt2,4,2,PERMUTATION,full test f1,0.4926198720932007
1_opposing_affirming_claims,gpt2,4,2,PERMUTATION,full test acc,0.5207412242889404
1_opposing_affirming_claims,gpt2,4,1,PERMUTATION,full test f1,0.4669638276100158
1_opposing_affirming_claims,gpt2,4,1,PERMUTATION,full test acc,0.5223138928413391
1_opposing_affirming_claims,gpt2,0,1,PERMUTATION,full test f1,0.5168651342391968
1_opposing_affirming_claims,gpt2,0,1,PERMUTATION,full test acc,0.5233167409896851
1_opposing_affirming_claims,gpt2,1,2,PERMUTATION,full test f1,0.5136212706565857
1_opposing_affirming_claims,gpt2,1,2,PERMUTATION,full test acc,0.5158635973930359
1_opposing_affirming_claims,albert-base-v2,4,2,PERMUTATION,full test f1,0.5201758146286011
1_opposing_affirming_claims,albert-base-v2,4,2,PERMUTATION,full test acc,0.5229749083518982
1_opposing_affirming_claims,albert-base-v2,0,1,PERMUTATION,full test f1,0.5241804122924805
1_opposing_affirming_claims,albert-base-v2,0,1,PERMUTATION,full test acc,0.5277385115623474
1_opposing_affirming_claims,albert-base-v2,4,1,PERMUTATION,full test f1,0.4902099072933197
1_opposing_affirming_claims,albert-base-v2,4,1,PERMUTATION,full test acc,0.525185763835907
1_opposing_affirming_claims,albert-base-v2,4,0,PERMUTATION,full test f1,0.5093563199043274
1_opposing_affirming_claims,albert-base-v2,4,0,PERMUTATION,full test acc,0.5272934436798096
1_opposing_affirming_claims,albert-base-v2,1,3,PERMUTATION,full test f1,0.5143777132034302
1_opposing_affirming_claims,albert-base-v2,1,3,PERMUTATION,full test acc,0.5213338136672974
1_opposing_affirming_claims,albert-base-v2,2,0,PERMUTATION,full test f1,0.5180761218070984
1_opposing_affirming_claims,albert-base-v2,2,0,PERMUTATION,full test acc,0.5193390250205994
1_opposing_affirming_claims,albert-base-v2,1,2,PERMUTATION,full test f1,0.5021078586578369
1_opposing_affirming_claims,albert-base-v2,1,2,PERMUTATION,full test acc,0.5237725973129272
1_opposing_affirming_claims,albert-base-v2,2,2,PERMUTATION,full test f1,0.5074315667152405
1_opposing_affirming_claims,albert-base-v2,2,2,PERMUTATION,full test acc,0.5214705467224121
1_opposing_affirming_claims,albert-base-v2,3,2,PERMUTATION,full test f1,0.515507698059082
1_opposing_affirming_claims,albert-base-v2,3,2,PERMUTATION,full test acc,0.5155217051506042
1_opposing_affirming_claims,albert-base-v2,0,3,PERMUTATION,full test f1,0.5179809331893921
1_opposing_affirming_claims,albert-base-v2,0,3,PERMUTATION,full test acc,0.5201941728591919
1_opposing_affirming_claims,albert-base-v2,0,0,PERMUTATION,full test f1,0.5072993040084839
1_opposing_affirming_claims,albert-base-v2,0,0,PERMUTATION,full test acc,0.5242165327072144
1_opposing_affirming_claims,albert-base-v2,1,0,PERMUTATION,full test f1,0.5007553100585938
1_opposing_affirming_claims,albert-base-v2,1,0,PERMUTATION,full test acc,0.526358962059021
1_opposing_affirming_claims,albert-base-v2,1,1,PERMUTATION,full test f1,0.498084008693695
1_opposing_affirming_claims,albert-base-v2,1,1,PERMUTATION,full test acc,0.526416540145874
1_opposing_affirming_claims,albert-base-v2,0,2,PERMUTATION,full test f1,0.4976296424865722
1_opposing_affirming_claims,albert-base-v2,0,2,PERMUTATION,full test acc,0.5266444683074951
1_opposing_affirming_claims,albert-base-v2,2,3,PERMUTATION,full test f1,0.5112679600715637
1_opposing_affirming_claims,albert-base-v2,2,3,PERMUTATION,full test acc,0.5236130952835083
1_opposing_affirming_claims,albert-base-v2,4,3,PERMUTATION,full test f1,0.5075254440307617
1_opposing_affirming_claims,albert-base-v2,4,3,PERMUTATION,full test acc,0.5255732536315918
1_opposing_affirming_claims,albert-base-v2,3,0,PERMUTATION,full test f1,0.4526599645614624
1_opposing_affirming_claims,albert-base-v2,3,0,PERMUTATION,full test acc,0.5213675498962402
1_opposing_affirming_claims,albert-base-v2,3,3,PERMUTATION,full test f1,0.5070180892944336
1_opposing_affirming_claims,albert-base-v2,3,3,PERMUTATION,full test acc,0.52459317445755
1_opposing_affirming_claims,albert-base-v2,2,1,PERMUTATION,full test f1,0.3864135146141052
1_opposing_affirming_claims,albert-base-v2,2,1,PERMUTATION,full test acc,0.5207639932632446
1_opposing_affirming_claims,albert-base-v2,3,1,PERMUTATION,full test f1,0.4791574478149414
1_opposing_affirming_claims,albert-base-v2,3,1,PERMUTATION,full test acc,0.5213338136672974
1_opposing_affirming_claims,bert-base-uncased,4,3,PERMUTATION,full test f1,0.5045278668403625
1_opposing_affirming_claims,bert-base-uncased,4,3,PERMUTATION,full test acc,0.5261202454566956
1_opposing_affirming_claims,bert-base-uncased,1,1,PERMUTATION,full test f1,0.5051655173301697
1_opposing_affirming_claims,bert-base-uncased,1,1,PERMUTATION,full test acc,0.5234079360961914
1_opposing_affirming_claims,bert-base-uncased,4,2,PERMUTATION,full test f1,0.4465870261192322
1_opposing_affirming_claims,bert-base-uncased,4,2,PERMUTATION,full test acc,0.5225418210029602
1_opposing_affirming_claims,bert-base-uncased,1,0,PERMUTATION,full test f1,0.5041420459747314
1_opposing_affirming_claims,bert-base-uncased,1,0,PERMUTATION,full test acc,0.5224387645721436
1_opposing_affirming_claims,bert-base-uncased,0,2,PERMUTATION,full test f1,0.4873944520950317
1_opposing_affirming_claims,bert-base-uncased,0,2,PERMUTATION,full test acc,0.5196927785873413
1_opposing_affirming_claims,bert-base-uncased,0,0,PERMUTATION,full test f1,0.4681121408939361
1_opposing_affirming_claims,bert-base-uncased,0,0,PERMUTATION,full test acc,0.523145318031311
1_opposing_affirming_claims,bert-base-uncased,1,3,PERMUTATION,full test f1,0.5079028010368347
1_opposing_affirming_claims,bert-base-uncased,1,3,PERMUTATION,full test acc,0.5271459221839905
1_opposing_affirming_claims,bert-base-uncased,0,3,PERMUTATION,full test f1,0.4689906239509582
1_opposing_affirming_claims,bert-base-uncased,0,3,PERMUTATION,full test acc,0.526439368724823
1_opposing_affirming_claims,bert-base-uncased,1,2,PERMUTATION,full test f1,0.4891200959682464
1_opposing_affirming_claims,bert-base-uncased,1,2,PERMUTATION,full test acc,0.524182915687561
1_opposing_affirming_claims,bert-base-uncased,2,0,PERMUTATION,full test f1,0.5126591324806213
1_opposing_affirming_claims,bert-base-uncased,2,0,PERMUTATION,full test acc,0.5214359164237976
1_opposing_affirming_claims,bert-base-uncased,3,2,PERMUTATION,full test f1,0.4233197867870331
1_opposing_affirming_claims,bert-base-uncased,3,2,PERMUTATION,full test acc,0.52459317445755
1_opposing_affirming_claims,bert-base-uncased,2,1,PERMUTATION,full test f1,0.5119426846504211
1_opposing_affirming_claims,bert-base-uncased,2,1,PERMUTATION,full test acc,0.5201486349105835
1_opposing_affirming_claims,bert-base-uncased,3,3,PERMUTATION,full test f1,0.5059773921966553
1_opposing_affirming_claims,bert-base-uncased,3,3,PERMUTATION,full test acc,0.5259379148483276
1_opposing_affirming_claims,bert-base-uncased,2,3,PERMUTATION,full test f1,0.5138550400733948
1_opposing_affirming_claims,bert-base-uncased,2,3,PERMUTATION,full test acc,0.5247299075126648
1_opposing_affirming_claims,bert-base-uncased,4,0,PERMUTATION,full test f1,0.5139389038085938
1_opposing_affirming_claims,bert-base-uncased,4,0,PERMUTATION,full test acc,0.5232820510864258
1_opposing_affirming_claims,bert-base-uncased,3,0,PERMUTATION,full test f1,0.4827841222286224
1_opposing_affirming_claims,bert-base-uncased,3,0,PERMUTATION,full test acc,0.5226894617080688
1_opposing_affirming_claims,bert-base-uncased,2,2,PERMUTATION,full test f1,0.5002696514129639
1_opposing_affirming_claims,bert-base-uncased,2,2,PERMUTATION,full test acc,0.5272371172904968
1_opposing_affirming_claims,bert-base-uncased,4,1,PERMUTATION,full test f1,0.5016053915023804
1_opposing_affirming_claims,bert-base-uncased,4,1,PERMUTATION,full test acc,0.5251401662826538
1_opposing_affirming_claims,bert-base-uncased,3,1,PERMUTATION,full test f1,0.4144320487976074
1_opposing_affirming_claims,bert-base-uncased,3,1,PERMUTATION,full test acc,0.5219036340713501
1_opposing_affirming_claims,bert-base-uncased,0,1,PERMUTATION,full test f1,0.4736442565917969
1_opposing_affirming_claims,bert-base-uncased,0,1,PERMUTATION,full test acc,0.5258695483207703
1_opposing_affirming_claims,microsoft/deberta-v3-base,3,3,NONE,full test f1,0.4734368920326233
1_opposing_affirming_claims,microsoft/deberta-v3-base,3,3,NONE,full test acc,0.5241144895553589
1_opposing_affirming_claims,microsoft/deberta-v3-base,0,3,NONE,full test f1,0.5059829950332642
1_opposing_affirming_claims,microsoft/deberta-v3-base,0,3,NONE,full test acc,0.526849627494812
1_opposing_affirming_claims,microsoft/deberta-v3-base,1,0,NONE,full test f1,0.5112992525100708
1_opposing_affirming_claims,microsoft/deberta-v3-base,1,0,NONE,full test acc,0.526358962059021
1_opposing_affirming_claims,microsoft/deberta-v3-base,4,1,NONE,full test f1,0.4891707897186279
1_opposing_affirming_claims,microsoft/deberta-v3-base,4,1,NONE,full test acc,0.5223822593688965
1_opposing_affirming_claims,microsoft/deberta-v3-base,4,2,NONE,full test f1,0.5135707259178162
1_opposing_affirming_claims,microsoft/deberta-v3-base,4,2,NONE,full test acc,0.514655590057373
1_opposing_affirming_claims,microsoft/deberta-v3-base,1,1,NONE,full test f1,0.5005016326904297
1_opposing_affirming_claims,microsoft/deberta-v3-base,1,1,NONE,full test acc,0.5215389728546143
1_opposing_affirming_claims,microsoft/deberta-v3-base,2,3,NONE,full test f1,0.5141248106956482
1_opposing_affirming_claims,microsoft/deberta-v3-base,2,3,NONE,full test acc,0.5272826552391052
1_opposing_affirming_claims,microsoft/deberta-v3-base,0,0,NONE,full test f1,0.5169022083282471
1_opposing_affirming_claims,microsoft/deberta-v3-base,0,0,NONE,full test acc,0.5246267914772034
1_opposing_affirming_claims,microsoft/deberta-v3-base,2,0,NONE,full test f1,0.5247349739074707
1_opposing_affirming_claims,microsoft/deberta-v3-base,2,0,NONE,full test acc,0.525378942489624
1_opposing_affirming_claims,microsoft/deberta-v3-base,2,2,NONE,full test f1,0.4944092035293579
1_opposing_affirming_claims,microsoft/deberta-v3-base,2,2,NONE,full test acc,0.5237042307853699
1_opposing_affirming_claims,microsoft/deberta-v3-base,1,3,NONE,full test f1,0.4864540994167328
1_opposing_affirming_claims,microsoft/deberta-v3-base,1,3,NONE,full test acc,0.5239549875259399
1_opposing_affirming_claims,microsoft/deberta-v3-base,4,0,NONE,full test f1,0.505385160446167
1_opposing_affirming_claims,microsoft/deberta-v3-base,4,0,NONE,full test acc,0.5236923098564148
1_opposing_affirming_claims,microsoft/deberta-v3-base,3,1,NONE,full test f1,0.4526295661926269
1_opposing_affirming_claims,microsoft/deberta-v3-base,3,1,NONE,full test acc,0.5220175981521606
1_opposing_affirming_claims,microsoft/deberta-v3-base,0,1,NONE,full test f1,0.471091628074646
1_opposing_affirming_claims,microsoft/deberta-v3-base,0,1,NONE,full test acc,0.5192140936851501
1_opposing_affirming_claims,microsoft/deberta-v3-base,2,1,NONE,full test f1,0.5244067907333374
1_opposing_affirming_claims,microsoft/deberta-v3-base,2,1,NONE,full test acc,0.5253453254699707
1_opposing_affirming_claims,microsoft/deberta-v3-base,3,2,NONE,full test f1,0.5174500346183777
1_opposing_affirming_claims,microsoft/deberta-v3-base,3,2,NONE,full test acc,0.5203993320465088
1_opposing_affirming_claims,microsoft/deberta-v3-base,4,3,NONE,full test f1,0.5232324004173279
1_opposing_affirming_claims,microsoft/deberta-v3-base,4,3,NONE,full test acc,0.5240233540534973
1_opposing_affirming_claims,microsoft/deberta-v3-base,3,0,NONE,full test f1,0.5198861360549927
1_opposing_affirming_claims,microsoft/deberta-v3-base,3,0,NONE,full test acc,0.5254473090171814
1_opposing_affirming_claims,microsoft/deberta-v3-base,0,2,NONE,full test f1,0.5066196918487549
1_opposing_affirming_claims,microsoft/deberta-v3-base,0,2,NONE,full test acc,0.528285562992096
1_opposing_affirming_claims,microsoft/deberta-v3-base,1,2,NONE,full test f1,0.5025894045829773
1_opposing_affirming_claims,microsoft/deberta-v3-base,1,2,NONE,full test acc,0.5275334119796753
1_opposing_affirming_claims,facebook/bart-base,4,3,NONE,full test f1,0.510826051235199
1_opposing_affirming_claims,facebook/bart-base,4,3,NONE,full test acc,0.520422101020813
1_opposing_affirming_claims,facebook/bart-base,2,3,NONE,full test f1,0.5086244344711304
1_opposing_affirming_claims,facebook/bart-base,2,3,NONE,full test acc,0.5227241516113281
1_opposing_affirming_claims,facebook/bart-base,4,1,NONE,full test f1,0.504403293132782
1_opposing_affirming_claims,facebook/bart-base,4,1,NONE,full test acc,0.5144732594490051
1_opposing_affirming_claims,facebook/bart-base,4,2,NONE,full test f1,0.5042238831520081
1_opposing_affirming_claims,facebook/bart-base,4,2,NONE,full test acc,0.509504497051239
1_opposing_affirming_claims,facebook/bart-base,3,3,NONE,full test f1,0.4699663519859314
1_opposing_affirming_claims,facebook/bart-base,3,3,NONE,full test acc,0.5227241516113281
1_opposing_affirming_claims,facebook/bart-base,1,3,NONE,full test f1,0.5083285570144653
1_opposing_affirming_claims,facebook/bart-base,1,3,NONE,full test acc,0.5096868276596069
1_opposing_affirming_claims,facebook/bart-base,0,1,NONE,full test f1,0.5128440856933594
1_opposing_affirming_claims,facebook/bart-base,0,1,NONE,full test acc,0.5163878202438354
1_opposing_affirming_claims,facebook/bart-base,1,0,NONE,full test f1,0.4660124778747558
1_opposing_affirming_claims,facebook/bart-base,1,0,NONE,full test acc,0.5221196413040161
1_opposing_affirming_claims,facebook/bart-base,3,0,NONE,full test f1,0.4865426421165466
1_opposing_affirming_claims,facebook/bart-base,3,0,NONE,full test acc,0.5239658355712891
1_opposing_affirming_claims,facebook/bart-base,4,0,NONE,full test f1,0.5174744129180908
1_opposing_affirming_claims,facebook/bart-base,4,0,NONE,full test acc,0.5264501571655273
1_opposing_affirming_claims,facebook/bart-base,0,3,NONE,full test f1,0.5137308239936829
1_opposing_affirming_claims,facebook/bart-base,0,3,NONE,full test acc,0.5240005254745483
1_opposing_affirming_claims,facebook/bart-base,2,0,NONE,full test f1,0.4312077462673187
1_opposing_affirming_claims,facebook/bart-base,2,0,NONE,full test acc,0.522484302520752
1_opposing_affirming_claims,facebook/bart-base,3,1,NONE,full test f1,0.5057514905929565
1_opposing_affirming_claims,facebook/bart-base,3,1,NONE,full test acc,0.5214250087738037
1_opposing_affirming_claims,facebook/bart-base,1,1,NONE,full test f1,0.5114543437957764
1_opposing_affirming_claims,facebook/bart-base,1,1,NONE,full test acc,0.5284906625747681
1_opposing_affirming_claims,facebook/bart-base,0,0,NONE,full test f1,0.5179510116577148
1_opposing_affirming_claims,facebook/bart-base,0,0,NONE,full test acc,0.5213903188705444
1_opposing_affirming_claims,facebook/bart-base,2,1,NONE,full test f1,0.4279991686344147
1_opposing_affirming_claims,facebook/bart-base,2,1,NONE,full test acc,0.5231572389602661
1_opposing_affirming_claims,facebook/bart-base,0,2,NONE,full test f1,0.5053563117980957
1_opposing_affirming_claims,facebook/bart-base,0,2,NONE,full test acc,0.5250034332275391
1_opposing_affirming_claims,facebook/bart-base,2,2,NONE,full test f1,0.5162266492843628
1_opposing_affirming_claims,facebook/bart-base,2,2,NONE,full test acc,0.5192825198173523
1_opposing_affirming_claims,facebook/bart-base,3,2,NONE,full test f1,0.517646074295044
1_opposing_affirming_claims,facebook/bart-base,3,2,NONE,full test acc,0.5180289149284363
1_opposing_affirming_claims,facebook/bart-base,1,2,NONE,full test f1,0.5114514827728271
1_opposing_affirming_claims,facebook/bart-base,1,2,NONE,full test acc,0.5259379148483276
1_opposing_affirming_claims,gpt2,3,0,NONE,full test f1,0.4912548661231994
1_opposing_affirming_claims,gpt2,3,0,NONE,full test acc,0.5269515514373779
1_opposing_affirming_claims,gpt2,1,3,NONE,full test f1,0.4952630996704101
1_opposing_affirming_claims,gpt2,1,3,NONE,full test acc,0.5264621376991272
1_opposing_affirming_claims,gpt2,4,1,NONE,full test f1,0.4753187894821167
1_opposing_affirming_claims,gpt2,4,1,NONE,full test acc,0.5233167409896851
1_opposing_affirming_claims,gpt2,2,1,NONE,full test f1,0.5236129760742188
1_opposing_affirming_claims,gpt2,2,1,NONE,full test acc,0.5236814618110657
1_opposing_affirming_claims,gpt2,4,3,NONE,full test f1,0.4934478402137756
1_opposing_affirming_claims,gpt2,4,3,NONE,full test acc,0.523932158946991
1_opposing_affirming_claims,gpt2,3,2,NONE,full test f1,0.5188655257225037
1_opposing_affirming_claims,gpt2,3,2,NONE,full test acc,0.5196699500083923
1_opposing_affirming_claims,gpt2,2,0,NONE,full test f1,0.5148170590400696
1_opposing_affirming_claims,gpt2,2,0,NONE,full test acc,0.5208660960197449
1_opposing_affirming_claims,gpt2,1,1,NONE,full test f1,0.519841194152832
1_opposing_affirming_claims,gpt2,1,1,NONE,full test acc,0.5203765034675598
1_opposing_affirming_claims,gpt2,2,2,NONE,full test f1,0.4693983197212219
1_opposing_affirming_claims,gpt2,2,2,NONE,full test acc,0.526826798915863
1_opposing_affirming_claims,gpt2,3,3,NONE,full test f1,0.506732702255249
1_opposing_affirming_claims,gpt2,3,3,NONE,full test acc,0.5228837132453918
1_opposing_affirming_claims,gpt2,2,3,NONE,full test f1,0.5203343629837036
1_opposing_affirming_claims,gpt2,2,3,NONE,full test acc,0.5211742520332336
1_opposing_affirming_claims,gpt2,2,0,NONE,full test f1,0.5148170590400696
1_opposing_affirming_claims,gpt2,2,0,NONE,full test acc,0.5208660960197449
1_opposing_affirming_claims,gpt2,3,1,NONE,full test f1,0.4356819689273834
1_opposing_affirming_claims,gpt2,3,1,NONE,full test acc,0.5215161442756653
1_opposing_affirming_claims,gpt2,4,2,NONE,full test f1,0.4920498132705688
1_opposing_affirming_claims,gpt2,4,2,NONE,full test acc,0.520855188369751
1_opposing_affirming_claims,gpt2,4,0,NONE,full test f1,0.5043081045150757
1_opposing_affirming_claims,gpt2,4,0,NONE,full test acc,0.5251054167747498
1_opposing_affirming_claims,gpt2,0,3,NONE,full test f1,0.5101384520530701
1_opposing_affirming_claims,gpt2,0,3,NONE,full test acc,0.5196699500083923
1_opposing_affirming_claims,gpt2,1,2,NONE,full test f1,0.5137836337089539
1_opposing_affirming_claims,gpt2,1,2,NONE,full test acc,0.5227469801902771
1_opposing_affirming_claims,gpt2,0,2,NONE,full test f1,0.508102297782898
1_opposing_affirming_claims,gpt2,0,2,NONE,full test acc,0.5258467197418213
1_opposing_affirming_claims,gpt2,0,1,NONE,full test f1,0.5214219093322754
1_opposing_affirming_claims,gpt2,0,1,NONE,full test acc,0.5231116414070129
1_opposing_affirming_claims,gpt2,0,1,NONE,full test f1,0.5214219093322754
1_opposing_affirming_claims,gpt2,0,1,NONE,full test acc,0.5231116414070129
1_opposing_affirming_claims,albert-base-v2,3,1,NONE,full test f1,0.481285035610199
1_opposing_affirming_claims,albert-base-v2,3,1,NONE,full test acc,0.5199662446975708
1_opposing_affirming_claims,albert-base-v2,0,1,NONE,full test f1,0.4970296919345855
1_opposing_affirming_claims,albert-base-v2,0,1,NONE,full test acc,0.5244336128234863
1_opposing_affirming_claims,albert-base-v2,3,2,NONE,full test f1,0.5161564350128174
1_opposing_affirming_claims,albert-base-v2,3,2,NONE,full test acc,0.5182340145111084
1_opposing_affirming_claims,albert-base-v2,4,2,NONE,full test f1,0.4916251897811889
1_opposing_affirming_claims,albert-base-v2,4,2,NONE,full test acc,0.5087523460388184
1_opposing_affirming_claims,albert-base-v2,1,1,NONE,full test f1,0.5215978622436523
1_opposing_affirming_claims,albert-base-v2,1,1,NONE,full test acc,0.5216073393821716
1_opposing_affirming_claims,albert-base-v2,1,0,NONE,full test f1,0.50754314661026
1_opposing_affirming_claims,albert-base-v2,1,0,NONE,full test acc,0.5274530053138733
1_opposing_affirming_claims,albert-base-v2,0,0,NONE,full test f1,0.512669563293457
1_opposing_affirming_claims,albert-base-v2,0,0,NONE,full test acc,0.5264501571655273
1_opposing_affirming_claims,albert-base-v2,4,1,NONE,full test f1,0.4921445250511169
1_opposing_affirming_claims,albert-base-v2,4,1,NONE,full test acc,0.5230432748794556
1_opposing_affirming_claims,albert-base-v2,1,3,NONE,full test f1,0.5171464681625366
1_opposing_affirming_claims,albert-base-v2,1,3,NONE,full test acc,0.5176186561584473
1_opposing_affirming_claims,albert-base-v2,3,0,NONE,full test f1,0.4610223174095154
1_opposing_affirming_claims,albert-base-v2,3,0,NONE,full test acc,0.5190883278846741
1_opposing_affirming_claims,albert-base-v2,4,3,NONE,full test f1,0.5059123635292053
1_opposing_affirming_claims,albert-base-v2,4,3,NONE,full test acc,0.522496223449707
1_opposing_affirming_claims,albert-base-v2,2,2,NONE,full test f1,0.5204658508300781
1_opposing_affirming_claims,albert-base-v2,2,2,NONE,full test acc,0.525596022605896
1_opposing_affirming_claims,albert-base-v2,2,1,NONE,full test f1,0.3660585582256317
1_opposing_affirming_claims,albert-base-v2,2,1,NONE,full test acc,0.5193280577659607
1_opposing_affirming_claims,albert-base-v2,0,3,NONE,full test f1,0.5113627910614014
1_opposing_affirming_claims,albert-base-v2,0,3,NONE,full test acc,0.5217669010162354
1_opposing_affirming_claims,albert-base-v2,4,0,NONE,full test f1,0.4887386560440063
1_opposing_affirming_claims,albert-base-v2,4,0,NONE,full test acc,0.5251510143280029
1_opposing_affirming_claims,albert-base-v2,2,3,NONE,full test f1,0.5091764330863953
1_opposing_affirming_claims,albert-base-v2,2,3,NONE,full test acc,0.5205816626548767
1_opposing_affirming_claims,albert-base-v2,3,3,NONE,full test f1,0.5135911703109741
1_opposing_affirming_claims,albert-base-v2,3,3,NONE,full test acc,0.5202853679656982
1_opposing_affirming_claims,albert-base-v2,0,2,NONE,full test f1,0.4941268563270569
1_opposing_affirming_claims,albert-base-v2,0,2,NONE,full test acc,0.5281487703323364
1_opposing_affirming_claims,albert-base-v2,1,2,NONE,full test f1,0.5052101612091064
1_opposing_affirming_claims,albert-base-v2,1,2,NONE,full test acc,0.5296303033828735
1_opposing_affirming_claims,albert-base-v2,2,0,NONE,full test f1,0.3926396369934082
1_opposing_affirming_claims,albert-base-v2,2,0,NONE,full test acc,0.5202735066413879
1_opposing_affirming_claims,bert-base-uncased,0,3,NONE,full test f1,0.484090507030487
1_opposing_affirming_claims,bert-base-uncased,0,3,NONE,full test acc,0.5281943678855896
1_opposing_affirming_claims,bert-base-uncased,3,3,NONE,full test f1,0.5055803060531616
1_opposing_affirming_claims,bert-base-uncased,3,3,NONE,full test acc,0.5279436707496643
1_opposing_affirming_claims,bert-base-uncased,2,3,NONE,full test f1,0.5037857294082642
1_opposing_affirming_claims,bert-base-uncased,2,3,NONE,full test acc,0.5232256054878235
1_opposing_affirming_claims,bert-base-uncased,4,1,NONE,full test f1,0.5027649402618408
1_opposing_affirming_claims,bert-base-uncased,4,1,NONE,full test acc,0.5231800079345703
1_opposing_affirming_claims,bert-base-uncased,0,0,NONE,full test f1,0.4584440886974334
1_opposing_affirming_claims,bert-base-uncased,0,0,NONE,full test acc,0.525971531867981
1_opposing_affirming_claims,bert-base-uncased,3,2,NONE,full test f1,0.4225205779075622
1_opposing_affirming_claims,bert-base-uncased,3,2,NONE,full test acc,0.5236586332321167
1_opposing_affirming_claims,bert-base-uncased,1,1,NONE,full test f1,0.5028706192970276
1_opposing_affirming_claims,bert-base-uncased,1,1,NONE,full test acc,0.522929310798645
1_opposing_affirming_claims,bert-base-uncased,4,3,NONE,full test f1,0.5097105503082275
1_opposing_affirming_claims,bert-base-uncased,4,3,NONE,full test acc,0.5255504250526428
1_opposing_affirming_claims,bert-base-uncased,3,0,NONE,full test f1,0.4863247275352478
1_opposing_affirming_claims,bert-base-uncased,3,0,NONE,full test acc,0.5251737833023071
1_opposing_affirming_claims,bert-base-uncased,0,1,NONE,full test f1,0.4782665967941284
1_opposing_affirming_claims,bert-base-uncased,0,1,NONE,full test acc,0.5252997279167175
1_opposing_affirming_claims,bert-base-uncased,4,0,NONE,full test f1,0.5149626731872559
1_opposing_affirming_claims,bert-base-uncased,4,0,NONE,full test acc,0.5294358730316162
1_opposing_affirming_claims,bert-base-uncased,1,3,NONE,full test f1,0.5091567039489746
1_opposing_affirming_claims,bert-base-uncased,1,3,NONE,full test acc,0.5244563817977905
1_opposing_affirming_claims,bert-base-uncased,2,2,NONE,full test f1,0.5067484974861145
1_opposing_affirming_claims,bert-base-uncased,2,2,NONE,full test acc,0.5269635915756226
1_opposing_affirming_claims,bert-base-uncased,4,2,NONE,full test f1,0.463097333908081
1_opposing_affirming_claims,bert-base-uncased,4,2,NONE,full test acc,0.5211514830589294
1_opposing_affirming_claims,bert-base-uncased,2,0,NONE,full test f1,0.515593409538269
1_opposing_affirming_claims,bert-base-uncased,2,0,NONE,full test acc,0.5244899988174438
1_opposing_affirming_claims,bert-base-uncased,0,2,NONE,full test f1,0.4933170974254608
1_opposing_affirming_claims,bert-base-uncased,0,2,NONE,full test acc,0.5269635915756226
1_opposing_affirming_claims,bert-base-uncased,1,2,NONE,full test f1,0.5062602758407593
1_opposing_affirming_claims,bert-base-uncased,1,2,NONE,full test acc,0.526006281375885
1_opposing_affirming_claims,bert-base-uncased,2,1,NONE,full test f1,0.4760664105415344
1_opposing_affirming_claims,bert-base-uncased,2,1,NONE,full test acc,0.5245247483253479
1_opposing_affirming_claims,bert-base-uncased,1,0,NONE,full test f1,0.5224937796592712
